id,Exited
19939,[0.01894671]
19940,[0.01917971]
19941,[0.24707721]
19942,[0.01805053]
19943,[0.02618023]
19944,[0.02683789]
19945,[0.1551038]
19946,[0.0172245]
19947,[0.15692218]
19948,[0.02615917]
19949,[0.02671099]
19950,[0.31206807]
19951,[0.59472615]
19952,[0.0185099]
19953,[0.01851596]
19954,[0.5875635]
19955,[0.48559043]
19956,[0.6108273]
19957,[0.03569566]
19958,[0.01899018]
19959,[0.02290358]
19960,[0.02421772]
19961,[0.17047445]
19962,[0.59593666]
19963,[0.03475322]
19964,[0.16508459]
19965,[0.04217998]
19966,[0.01916133]
19967,[0.39844733]
19968,[0.01821895]
19969,[0.02453133]
19970,[0.01822077]
19971,[0.01759026]
19972,[0.01846671]
19973,[0.37319925]
19974,[0.01828936]
19975,[0.02981901]
19976,[0.0179778]
19977,[0.02646061]
19978,[0.07607157]
19979,[0.02410582]
19980,[0.54464483]
19981,[0.01724525]
19982,[0.31824654]
19983,[0.01805653]
19984,[0.18853307]
19985,[0.01881633]
19986,[0.01758294]
19987,[0.16563784]
19988,[0.40250713]
19989,[0.02688577]
19990,[0.15316698]
19991,[0.40309146]
19992,[0.01755946]
19993,[0.24340959]
19994,[0.1589591]
19995,[0.15997252]
19996,[0.0180511]
19997,[0.1555178]
19998,[0.17936496]
19999,[0.395602]
20000,[0.6182401]
20001,[0.60468924]
20002,[0.01799023]
20003,[0.26245633]
20004,[0.2594487]
20005,[0.02444866]
20006,[0.01809243]
20007,[0.39903072]
20008,[0.01959017]
20009,[0.02442217]
20010,[0.01750345]
20011,[0.02557703]
20012,[0.02616733]
20013,[0.02388087]
20014,[0.60266304]
20015,[0.0182097]
20016,[0.58181083]
20017,[0.46069738]
20018,[0.6171421]
20019,[0.15865164]
20020,[0.03123193]
20021,[0.0283955]
20022,[0.01734678]
20023,[0.01728848]
20024,[0.01806213]
20025,[0.14408952]
20026,[0.01795163]
20027,[0.0412751]
20028,[0.01779652]
20029,[0.30150944]
20030,[0.01869803]
20031,[0.16190076]
20032,[0.368291]
20033,[0.18113983]
20034,[0.01959161]
20035,[0.13120505]
20036,[0.6047183]
20037,[0.0331298]
20038,[0.26968044]
20039,[0.2578053]
20040,[0.13132384]
20041,[0.03232777]
20042,[0.47017142]
20043,[0.16262156]
20044,[0.57809615]
20045,[0.5736171]
20046,[0.8696041]
20047,[0.0366651]
20048,[0.7824801]
20049,[0.5865872]
20050,[0.17244568]
20051,[0.01961118]
20052,[0.22417039]
20053,[0.26923332]
20054,[0.5100779]
20055,[0.03989538]
20056,[0.6066992]
20057,[0.42360246]
20058,[0.03624851]
20059,[0.25981975]
20060,[0.03446519]
20061,[0.02452838]
20062,[0.5844079]
20063,[0.2587993]
20064,[0.45438784]
20065,[0.1979087]
20066,[0.18128109]
20067,[0.02358596]
20068,[0.02364504]
20069,[0.01732312]
20070,[0.51044476]
20071,[0.02027356]
20072,[0.01887237]
20073,[0.25305393]
20074,[0.01802377]
20075,[0.02779525]
20076,[0.01974687]
20077,[0.17743959]
20078,[0.01669943]
20079,[0.02490747]
20080,[0.01910525]
20081,[0.1492516]
20082,[0.01664476]
20083,[0.02025888]
20084,[0.60930884]
20085,[0.48140758]
20086,[0.31439972]
20087,[0.21789706]
20088,[0.13230452]
20089,[0.19237669]
20090,[0.61227554]
20091,[0.1278486]
20092,[0.01870303]
20093,[0.77961]
20094,[0.14969859]
20095,[0.0263867]
20096,[0.02286581]
20097,[0.34770688]
20098,[0.02543351]
20099,[0.01848511]
20100,[0.01829257]
20101,[0.22807072]
20102,[0.15753719]
20103,[0.0300743]
20104,[0.02365295]
20105,[0.0176528]
20106,[0.01734397]
20107,[0.6839321]
20108,[0.47738668]
20109,[0.6220268]
20110,[0.43476835]
20111,[0.03151317]
20112,[0.02956538]
20113,[0.02749467]
20114,[0.01719967]
20115,[0.19644809]
20116,[0.11878037]
20117,[0.6111628]
20118,[0.43924367]
20119,[0.49300307]
20120,[0.57986414]
20121,[0.24750589]
20122,[0.01760931]
20123,[0.02114713]
20124,[0.04734576]
20125,[0.14717881]
20126,[0.47771108]
20127,[0.01909281]
20128,[0.2550553]
20129,[0.5708506]
20130,[0.0803808]
20131,[0.02761587]
20132,[0.2745676]
20133,[0.6126071]
20134,[0.57789445]
20135,[0.38246658]
20136,[0.50226295]
20137,[0.02065526]
20138,[0.5241529]
20139,[0.27445054]
20140,[0.60601354]
20141,[0.0171146]
20142,[0.07505605]
20143,[0.23909672]
20144,[0.01989122]
20145,[0.18102477]
20146,[0.01698981]
20147,[0.01877481]
20148,[0.02388297]
20149,[0.02733148]
20150,[0.01945254]
20151,[0.05433043]
20152,[0.01761131]
20153,[0.1511345]
20154,[0.38307613]
20155,[0.01706547]
20156,[0.17062734]
20157,[0.26503956]
20158,[0.01912508]
20159,[0.02323568]
20160,[0.42843312]
20161,[0.4650236]
20162,[0.01886919]
20163,[0.5834898]
20164,[0.2941877]
20165,[0.01825574]
20166,[0.43695173]
20167,[0.01763123]
20168,[0.01767148]
20169,[0.01868805]
20170,[0.3143743]
20171,[0.02807472]
20172,[0.15518975]
20173,[0.16463298]
20174,[0.01798772]
20175,[0.01826177]
20176,[0.26250035]
20177,[0.19064733]
20178,[0.01690004]
20179,[0.18383864]
20180,[0.0179074]
20181,[0.22414315]
20182,[0.15130238]
20183,[0.17555106]
20184,[0.400079]
20185,[0.1471472]
20186,[0.21957658]
20187,[0.02297618]
20188,[0.61516976]
20189,[0.02300929]
20190,[0.0175467]
20191,[0.01806039]
20192,[0.01787855]
20193,[0.5972043]
20194,[0.0190738]
20195,[0.01759297]
20196,[0.01867057]
20197,[0.2998963]
20198,[0.27853143]
20199,[0.01807207]
20200,[0.01754413]
20201,[0.42431873]
20202,[0.70114434]
20203,[0.02479243]
20204,[0.07686026]
20205,[0.07634167]
20206,[0.17055319]
20207,[0.03086737]
20208,[0.01747826]
20209,[0.17886236]
20210,[0.01735236]
20211,[0.01786175]
20212,[0.01867298]
20213,[0.6321306]
20214,[0.17094596]
20215,[0.43275362]
20216,[0.03131581]
20217,[0.6133405]
20218,[0.3103708]
20219,[0.02250084]
20220,[0.01893736]
20221,[0.3315023]
20222,[0.37587562]
20223,[0.44553456]
20224,[0.12171882]
20225,[0.38852653]
20226,[0.01718942]
20227,[0.01827065]
20228,[0.01903358]
20229,[0.02946184]
20230,[0.02272677]
20231,[0.02109521]
20232,[0.01962484]
20233,[0.0192484]
20234,[0.4130703]
20235,[0.01781535]
20236,[0.01875563]
20237,[0.04029423]
20238,[0.60745585]
20239,[0.6159669]
20240,[0.4286913]
20241,[0.21702228]
20242,[0.23208682]
20243,[0.2644951]
20244,[0.48048142]
20245,[0.01888489]
20246,[0.13054386]
20247,[0.25879908]
20248,[0.02423409]
20249,[0.34395188]
20250,[0.16349965]
20251,[0.01910615]
20252,[0.01724885]
20253,[0.01786443]
20254,[0.35327289]
20255,[0.50894856]
20256,[0.14554769]
20257,[0.01971482]
20258,[0.01793632]
20259,[0.01882457]
20260,[0.01973868]
20261,[0.01820895]
20262,[0.3328763]
20263,[0.11674857]
20264,[0.02422749]
20265,[0.36166063]
20266,[0.02681923]
20267,[0.6303403]
20268,[0.61326957]
20269,[0.01813204]
20270,[0.45151457]
20271,[0.24140264]
20272,[0.18556726]
20273,[0.28516805]
20274,[0.01937938]
20275,[0.01911205]
20276,[0.28701553]
20277,[0.15761325]
20278,[0.02586401]
20279,[0.46654296]
20280,[0.6179011]
20281,[0.60745984]
20282,[0.0181157]
20283,[0.24725199]
20284,[0.01910184]
20285,[0.5977727]
20286,[0.62268674]
20287,[0.18467301]
20288,[0.34623024]
20289,[0.03335324]
20290,[0.4089305]
20291,[0.02790625]
20292,[0.4938895]
20293,[0.02336452]
20294,[0.01715524]
20295,[0.3389445]
20296,[0.03235688]
20297,[0.21871497]
20298,[0.0176146]
20299,[0.26624268]
20300,[0.46666002]
20301,[0.06994711]
20302,[0.15220708]
20303,[0.01728525]
20304,[0.01903059]
20305,[0.01835721]
20306,[0.16214332]
20307,[0.0223361]
20308,[0.17017736]
20309,[0.01770949]
20310,[0.01849347]
20311,[0.5429336]
20312,[0.0300824]
20313,[0.22072549]
20314,[0.02768607]
20315,[0.62132776]
20316,[0.01872846]
20317,[0.21122813]
20318,[0.0178041]
20319,[0.02757274]
20320,[0.02744637]
20321,[0.44354224]
20322,[0.09227868]
20323,[0.3374634]
20324,[0.46945626]
20325,[0.01874984]
20326,[0.03408397]
20327,[0.28275564]
20328,[0.17426316]
20329,[0.44397968]
20330,[0.03436019]
20331,[0.01809229]
20332,[0.21061704]
20333,[0.02831619]
20334,[0.02786706]
20335,[0.6046236]
20336,[0.02036871]
20337,[0.01799293]
20338,[0.18748005]
20339,[0.01999206]
20340,[0.02450448]
20341,[0.02848334]
20342,[0.60809535]
20343,[0.1481844]
20344,[0.29484236]
20345,[0.03027141]
20346,[0.02871301]
20347,[0.5568013]
20348,[0.01710605]
20349,[0.02041881]
20350,[0.02600595]
20351,[0.386647]
20352,[0.01901598]
20353,[0.35470647]
20354,[0.86603963]
20355,[0.10532973]
20356,[0.01913368]
20357,[0.4902633]
20358,[0.20051317]
20359,[0.01858993]
20360,[0.5902998]
20361,[0.02886921]
20362,[0.02919667]
20363,[0.8671801]
20364,[0.02460154]
20365,[0.01789351]
20366,[0.48857906]
20367,[0.01973797]
20368,[0.6215295]
20369,[0.23821828]
20370,[0.58717465]
20371,[0.0271678]
20372,[0.8675753]
20373,[0.38075966]
20374,[0.03079652]
20375,[0.01769645]
20376,[0.01916787]
20377,[0.03018788]
20378,[0.51065904]
20379,[0.29288927]
20380,[0.02333769]
20381,[0.01933448]
20382,[0.02844837]
20383,[0.60517323]
20384,[0.01748818]
20385,[0.01963121]
20386,[0.02641799]
20387,[0.25406876]
20388,[0.02882942]
20389,[0.02487148]
20390,[0.32479945]
20391,[0.71251667]
20392,[0.01952873]
20393,[0.0190478]
20394,[0.5944229]
20395,[0.6099163]
20396,[0.6183316]
20397,[0.62127626]
20398,[0.02931442]
20399,[0.453652]
20400,[0.17262922]
20401,[0.2856715]
20402,[0.15693386]
20403,[0.6183795]
20404,[0.61733836]
20405,[0.5218296]
20406,[0.01820322]
20407,[0.03012203]
20408,[0.38903302]
20409,[0.01719133]
20410,[0.01715032]
20411,[0.5969244]
20412,[0.62356794]
20413,[0.14622821]
20414,[0.32053304]
20415,[0.01812668]
20416,[0.21971393]
20417,[0.6196348]
20418,[0.19597685]
20419,[0.19174737]
20420,[0.46558917]
20421,[0.02355578]
20422,[0.59752405]
20423,[0.5839429]
20424,[0.14117233]
20425,[0.6106414]
20426,[0.22718196]
20427,[0.15330489]
20428,[0.36672306]
20429,[0.25008827]
20430,[0.0192378]
20431,[0.01978211]
20432,[0.01687971]
20433,[0.61144155]
20434,[0.01840995]
20435,[0.4635359]
20436,[0.4956677]
20437,[0.02668223]
20438,[0.15590644]
20439,[0.02433276]
20440,[0.14466383]
20441,[0.36311054]
20442,[0.03199835]
20443,[0.51803094]
20444,[0.01719024]
20445,[0.20613796]
20446,[0.23662382]
20447,[0.29579946]
20448,[0.03285503]
20449,[0.02563712]
20450,[0.02910212]
20451,[0.38312572]
20452,[0.03005928]
20453,[0.870381]
20454,[0.28193107]
20455,[0.0232904]
20456,[0.15578793]
20457,[0.15825221]
20458,[0.6136155]
20459,[0.29705122]
20460,[0.29887542]
20461,[0.01764562]
20462,[0.01880096]
20463,[0.02943914]
20464,[0.02831821]
20465,[0.61003387]
20466,[0.22251616]
20467,[0.02676261]
20468,[0.5969534]
20469,[0.6137234]
20470,[0.31091258]
20471,[0.01761017]
20472,[0.6172589]
20473,[0.42836815]
20474,[0.06513605]
20475,[0.3439755]
20476,[0.46247956]
20477,[0.17782746]
20478,[0.0175231]
20479,[0.01959994]
20480,[0.01743704]
20481,[0.02987178]
20482,[0.02990383]
20483,[0.38162187]
20484,[0.22758971]
20485,[0.03153249]
20486,[0.14835484]
20487,[0.01814057]
20488,[0.14072895]
20489,[0.15153006]
20490,[0.5526554]
20491,[0.02925876]
20492,[0.01769339]
20493,[0.01833269]
20494,[0.38356698]
20495,[0.13392648]
20496,[0.21568222]
20497,[0.01800362]
20498,[0.0302921]
20499,[0.04361261]
20500,[0.6144667]
20501,[0.60566866]
20502,[0.6034535]
20503,[0.02117439]
20504,[0.01751561]
20505,[0.01943112]
20506,[0.3148207]
20507,[0.6003791]
20508,[0.6167906]
20509,[0.01748058]
20510,[0.03491769]
20511,[0.5399487]
20512,[0.01843789]
20513,[0.0173916]
20514,[0.21580106]
20515,[0.61480534]
20516,[0.02566919]
20517,[0.01915904]
20518,[0.01937301]
20519,[0.0348728]
20520,[0.01852695]
20521,[0.0283669]
20522,[0.47953328]
20523,[0.25594828]
20524,[0.01842174]
20525,[0.55379283]
20526,[0.01737338]
20527,[0.01867799]
20528,[0.41899225]
20529,[0.03235609]
20530,[0.01807537]
20531,[0.1482988]
20532,[0.47361848]
20533,[0.01775839]
20534,[0.305334]
20535,[0.02019711]
20536,[0.01848536]
20537,[0.33255324]
20538,[0.30480808]
20539,[0.0356457]
20540,[0.05192137]
20541,[0.16335034]
20542,[0.6005818]
20543,[0.017582]
20544,[0.02441204]
20545,[0.01760312]
20546,[0.02680848]
20547,[0.01882119]
20548,[0.01840371]
20549,[0.01779634]
20550,[0.3207407]
20551,[0.60968626]
20552,[0.01722445]
20553,[0.03660184]
20554,[0.01714718]
20555,[0.38508916]
20556,[0.01859449]
20557,[0.02012269]
20558,[0.0184305]
20559,[0.3238464]
20560,[0.01886505]
20561,[0.6145984]
20562,[0.02087541]
20563,[0.33891872]
20564,[0.04445235]
20565,[0.1277821]
20566,[0.01896432]
20567,[0.31920484]
20568,[0.1448538]
20569,[0.22675619]
20570,[0.17458898]
20571,[0.3299861]
20572,[0.02920904]
20573,[0.0238168]
20574,[0.02348702]
20575,[0.02416283]
20576,[0.17688404]
20577,[0.13019867]
20578,[0.01958239]
20579,[0.01743639]
20580,[0.02612457]
20581,[0.01917021]
20582,[0.03123844]
20583,[0.01739611]
20584,[0.01925897]
20585,[0.0241477]
20586,[0.37811023]
20587,[0.01815522]
20588,[0.55950403]
20589,[0.62733257]
20590,[0.01830561]
20591,[0.86923504]
20592,[0.40322676]
20593,[0.16359821]
20594,[0.01720618]
20595,[0.01882648]
20596,[0.01806656]
20597,[0.02691112]
20598,[0.2860675]
20599,[0.03347476]
20600,[0.0272366]
20601,[0.01834472]
20602,[0.02394034]
20603,[0.2602139]
20604,[0.6113003]
20605,[0.01758068]
20606,[0.40073004]
20607,[0.38006204]
20608,[0.6146924]
20609,[0.14074005]
20610,[0.01761381]
20611,[0.02656542]
20612,[0.31005892]
20613,[0.0174311]
20614,[0.03587568]
20615,[0.13378033]
20616,[0.12067913]
20617,[0.27112672]
20618,[0.01720694]
20619,[0.01975235]
20620,[0.0188021]
20621,[0.11397428]
20622,[0.5990928]
20623,[0.0183353]
20624,[0.44846603]
20625,[0.29464638]
20626,[0.65421134]
20627,[0.60337746]
20628,[0.54241633]
20629,[0.34374014]
20630,[0.14713389]
20631,[0.32582173]
20632,[0.02637011]
20633,[0.35129446]
20634,[0.0286473]
20635,[0.01793086]
20636,[0.02298186]
20637,[0.02741856]
20638,[0.5034771]
20639,[0.0209661]
20640,[0.01854595]
20641,[0.01885829]
20642,[0.14954387]
20643,[0.01921649]
20644,[0.35499522]
20645,[0.32293338]
20646,[0.1517095]
20647,[0.01860318]
20648,[0.02378284]
20649,[0.6098017]
20650,[0.01910975]
20651,[0.59933853]
20652,[0.6003047]
20653,[0.01775167]
20654,[0.02408333]
20655,[0.2011116]
20656,[0.24761485]
20657,[0.02888934]
20658,[0.01759424]
20659,[0.01845833]
20660,[0.01860978]
20661,[0.61495864]
20662,[0.02845326]
20663,[0.01752838]
20664,[0.02845953]
20665,[0.61555094]
20666,[0.01715036]
20667,[0.01820227]
20668,[0.01761048]
20669,[0.03084632]
20670,[0.02349223]
20671,[0.1751468]
20672,[0.01771265]
20673,[0.4388127]
20674,[0.48295322]
20675,[0.02694318]
20676,[0.3010121]
20677,[0.01884784]
20678,[0.02956136]
20679,[0.01807918]
20680,[0.01982387]
20681,[0.1558017]
20682,[0.5727502]
20683,[0.02187838]
20684,[0.01769881]
20685,[0.02059624]
20686,[0.01930618]
20687,[0.24996907]
20688,[0.6035124]
20689,[0.33702087]
20690,[0.01791542]
20691,[0.2552445]
20692,[0.03799611]
20693,[0.46550614]
20694,[0.01867677]
20695,[0.01918112]
20696,[0.23173207]
20697,[0.02386026]
20698,[0.1326238]
20699,[0.01723436]
20700,[0.15180904]
20701,[0.1795661]
20702,[0.04107863]
20703,[0.20549458]
20704,[0.01842657]
20705,[0.5993495]
20706,[0.02654105]
20707,[0.76194054]
20708,[0.31815615]
20709,[0.1213133]
20710,[0.6136931]
20711,[0.02650759]
20712,[0.8702567]
20713,[0.01800871]
20714,[0.2813263]
20715,[0.41063535]
20716,[0.59897816]
20717,[0.03069366]
20718,[0.03914066]
20719,[0.35642076]
20720,[0.02549156]
20721,[0.01753644]
20722,[0.01891068]
20723,[0.12075557]
20724,[0.01956111]
20725,[0.20697294]
20726,[0.4129267]
20727,[0.01945973]
20728,[0.12816997]
20729,[0.14568758]
20730,[0.13319024]
20731,[0.01866798]
20732,[0.02811718]
20733,[0.01844726]
20734,[0.0295873]
20735,[0.26214996]
20736,[0.02675296]
20737,[0.01745838]
20738,[0.01784418]
20739,[0.0191028]
20740,[0.35937047]
20741,[0.17920682]
20742,[0.01775078]
20743,[0.0175037]
20744,[0.16431458]
20745,[0.02357776]
20746,[0.03213133]
20747,[0.18162018]
20748,[0.24988112]
20749,[0.20258647]
20750,[0.01962008]
20751,[0.01927958]
20752,[0.86697316]
20753,[0.01857592]
20754,[0.13118383]
20755,[0.18454845]
20756,[0.8665832]
20757,[0.01716649]
20758,[0.41092464]
20759,[0.03110031]
20760,[0.02371249]
20761,[0.02370476]
20762,[0.6018994]
20763,[0.01861878]
20764,[0.01845215]
20765,[0.32571682]
20766,[0.01871423]
20767,[0.26962873]
20768,[0.0173023]
20769,[0.13404977]
20770,[0.02586735]
20771,[0.15276234]
20772,[0.0312281]
20773,[0.6253383]
20774,[0.43763113]
20775,[0.24499196]
20776,[0.3555185]
20777,[0.20480159]
20778,[0.02885182]
20779,[0.02779761]
20780,[0.22063722]
20781,[0.02884488]
20782,[0.39500466]
20783,[0.01770196]
20784,[0.14909585]
20785,[0.02665248]
20786,[0.22848557]
20787,[0.34246135]
20788,[0.01805156]
20789,[0.01720691]
20790,[0.02666993]
20791,[0.0984833]
20792,[0.02538809]
20793,[0.01887061]
20794,[0.3339871]
20795,[0.47648925]
20796,[0.0175425]
20797,[0.03728729]
20798,[0.47459048]
20799,[0.01764449]
20800,[0.03791639]
20801,[0.16654687]
20802,[0.01984665]
20803,[0.02368652]
20804,[0.01851347]
20805,[0.02260685]
20806,[0.02783709]
20807,[0.4069228]
20808,[0.37813398]
20809,[0.612471]
20810,[0.01840842]
20811,[0.01877679]
20812,[0.02430486]
20813,[0.01991014]
20814,[0.01832135]
20815,[0.3000614]
20816,[0.14542745]
20817,[0.48064944]
20818,[0.01952614]
20819,[0.02763021]
20820,[0.01726864]
20821,[0.63428605]
20822,[0.02003397]
20823,[0.02520521]
20824,[0.14142878]
20825,[0.01705044]
20826,[0.0174423]
20827,[0.46943867]
20828,[0.01953534]
20829,[0.03017719]
20830,[0.15905277]
20831,[0.01857188]
20832,[0.03042416]
20833,[0.02404625]
20834,[0.24447574]
20835,[0.01819623]
20836,[0.0188422]
20837,[0.01889255]
20838,[0.02684372]
20839,[0.15755737]
20840,[0.13769901]
20841,[0.41070583]
20842,[0.01815783]
20843,[0.02537099]
20844,[0.23138252]
20845,[0.2867695]
20846,[0.5505172]
20847,[0.5176956]
20848,[0.02384818]
20849,[0.017755]
20850,[0.01902872]
20851,[0.27886188]
20852,[0.03012319]
20853,[0.7112863]
20854,[0.02361236]
20855,[0.01979148]
20856,[0.03911511]
20857,[0.61906755]
20858,[0.37162927]
20859,[0.35072055]
20860,[0.01759457]
20861,[0.01741038]
20862,[0.02177722]
20863,[0.27727097]
20864,[0.01950224]
20865,[0.16575079]
20866,[0.43754894]
20867,[0.01682969]
20868,[0.31936917]
20869,[0.6085994]
20870,[0.02631526]
20871,[0.01900693]
20872,[0.616094]
20873,[0.17219679]
20874,[0.46352482]
20875,[0.487192]
20876,[0.13270244]
20877,[0.4111305]
20878,[0.02008036]
20879,[0.7848199]
20880,[0.01899908]
20881,[0.60786736]
20882,[0.34762892]
20883,[0.03342811]
20884,[0.01828813]
20885,[0.02982554]
20886,[0.48728907]
20887,[0.01925728]
20888,[0.01922119]
20889,[0.0280167]
20890,[0.29527456]
20891,[0.03082336]
20892,[0.31134862]
20893,[0.0180118]
20894,[0.01860585]
20895,[0.6098541]
20896,[0.31433338]
20897,[0.45127076]
20898,[0.17031905]
20899,[0.44222578]
20900,[0.0227577]
20901,[0.151087]
20902,[0.37307337]
20903,[0.01730184]
20904,[0.02979708]
20905,[0.01806488]
20906,[0.5832618]
20907,[0.01717377]
20908,[0.2315684]
20909,[0.28734827]
20910,[0.32828602]
20911,[0.16824502]
20912,[0.03556511]
20913,[0.2818284]
20914,[0.62605834]
20915,[0.20449492]
20916,[0.01812007]
20917,[0.02012892]
20918,[0.27681604]
20919,[0.02942154]
20920,[0.8658973]
20921,[0.0235417]
20922,[0.7931718]
20923,[0.03805949]
20924,[0.02234961]
20925,[0.0177804]
20926,[0.02507694]
20927,[0.0179875]
20928,[0.01812828]
20929,[0.602587]
20930,[0.17006107]
20931,[0.01772062]
20932,[0.02690549]
20933,[0.06166083]
20934,[0.2038641]
20935,[0.01972748]
20936,[0.15174513]
20937,[0.44127208]
20938,[0.01890265]
20939,[0.01871147]
20940,[0.23566125]
20941,[0.01747971]
20942,[0.5920985]
20943,[0.14255121]
20944,[0.35356927]
20945,[0.13623814]
20946,[0.01835771]
20947,[0.01802039]
20948,[0.01856354]
20949,[0.39169413]
20950,[0.02748748]
20951,[0.02400189]
20952,[0.6057532]
20953,[0.2265094]
20954,[0.01751705]
20955,[0.01799585]
20956,[0.23221071]
20957,[0.3213699]
20958,[0.01863127]
20959,[0.14139958]
20960,[0.017729]
20961,[0.3765307]
20962,[0.39918804]
20963,[0.42912653]
20964,[0.13276087]
20965,[0.04249496]
20966,[0.02963473]
20967,[0.37013197]
20968,[0.02291952]
20969,[0.01786569]
20970,[0.01892607]
20971,[0.26101518]
20972,[0.1648644]
20973,[0.6154428]
20974,[0.01819717]
20975,[0.24289066]
20976,[0.04027363]
20977,[0.03242064]
20978,[0.5076598]
20979,[0.36341637]
20980,[0.57546544]
20981,[0.01701406]
20982,[0.30221865]
20983,[0.01735204]
20984,[0.01725246]
20985,[0.3170689]
20986,[0.2736845]
20987,[0.0173842]
20988,[0.02901225]
20989,[0.01720635]
20990,[0.32023835]
20991,[0.20769]
20992,[0.03728401]
20993,[0.16058075]
20994,[0.35628614]
20995,[0.01948102]
20996,[0.01794291]
20997,[0.36349407]
20998,[0.40108395]
20999,[0.01740238]
21000,[0.0269747]
21001,[0.15579104]
21002,[0.33134812]
21003,[0.02010132]
21004,[0.22111583]
21005,[0.61574423]
21006,[0.2351485]
21007,[0.14249058]
21008,[0.49834904]
21009,[0.17748751]
21010,[0.02041528]
21011,[0.01817179]
21012,[0.0263321]
21013,[0.02737957]
21014,[0.15934971]
21015,[0.27500147]
21016,[0.20926008]
21017,[0.0179244]
21018,[0.17404702]
21019,[0.01911365]
21020,[0.01870875]
21021,[0.23083895]
21022,[0.14401673]
21023,[0.6121427]
21024,[0.42064387]
21025,[0.03963881]
21026,[0.02761098]
21027,[0.01898089]
21028,[0.39586547]
21029,[0.01814416]
21030,[0.01793081]
21031,[0.5084555]
21032,[0.01701284]
21033,[0.01662778]
21034,[0.02496129]
21035,[0.0286832]
21036,[0.1983948]
21037,[0.62217987]
21038,[0.6121156]
21039,[0.6048623]
21040,[0.0184869]
21041,[0.0188015]
21042,[0.55246687]
21043,[0.01877922]
21044,[0.03847028]
21045,[0.12008059]
21046,[0.43647367]
21047,[0.6077851]
21048,[0.14682151]
21049,[0.30956855]
21050,[0.02370603]
21051,[0.18978213]
21052,[0.01903304]
21053,[0.02595792]
21054,[0.287761]
21055,[0.23241602]
21056,[0.01761154]
21057,[0.2312642]
21058,[0.02891484]
21059,[0.01760297]
21060,[0.13881166]
21061,[0.15728724]
21062,[0.07094906]
21063,[0.03180758]
21064,[0.01785588]
21065,[0.03851762]
21066,[0.01985039]
21067,[0.01794034]
21068,[0.5047423]
21069,[0.01846706]
21070,[0.03263099]
21071,[0.02408679]
21072,[0.01789143]
21073,[0.489003]
21074,[0.6039254]
21075,[0.1564281]
21076,[0.01899147]
21077,[0.5953629]
21078,[0.14620261]
21079,[0.01782232]
21080,[0.5538392]
21081,[0.02102633]
21082,[0.23790881]
21083,[0.03210245]
21084,[0.6295897]
21085,[0.03346055]
21086,[0.0202809]
21087,[0.37964585]
21088,[0.38960406]
21089,[0.03710056]
21090,[0.02485254]
21091,[0.15884468]
21092,[0.01771317]
21093,[0.01911696]
21094,[0.33637178]
21095,[0.01843628]
21096,[0.52929056]
21097,[0.31717497]
21098,[0.01898181]
21099,[0.06645056]
21100,[0.09895074]
21101,[0.01783553]
21102,[0.21635655]
21103,[0.26490307]
21104,[0.01933766]
21105,[0.2474733]
21106,[0.23091596]
21107,[0.02509155]
21108,[0.17918654]
21109,[0.01881389]
21110,[0.45993164]
21111,[0.03003005]
21112,[0.01825351]
21113,[0.29293734]
21114,[0.02932719]
21115,[0.01775092]
21116,[0.01746801]
21117,[0.39552757]
21118,[0.04997366]
21119,[0.18892054]
21120,[0.01998355]
21121,[0.5219445]
21122,[0.02676458]
21123,[0.1518304]
21124,[0.6108432]
21125,[0.02508301]
21126,[0.18206811]
21127,[0.01828698]
21128,[0.01887429]
21129,[0.17085503]
21130,[0.17632958]
21131,[0.02280958]
21132,[0.38265327]
21133,[0.01878232]
21134,[0.45691195]
21135,[0.01777647]
21136,[0.38215628]
21137,[0.03270149]
21138,[0.02293951]
21139,[0.6068413]
21140,[0.15180759]
21141,[0.01918341]
21142,[0.14167565]
21143,[0.01808002]
21144,[0.5331301]
21145,[0.1421886]
21146,[0.02622495]
21147,[0.13792989]
21148,[0.01797839]
21149,[0.03657952]
21150,[0.02938189]
21151,[0.04288479]
21152,[0.02422802]
21153,[0.01687668]
21154,[0.5264292]
21155,[0.7164024]
21156,[0.03822616]
21157,[0.01892729]
21158,[0.6019274]
21159,[0.6143217]
21160,[0.01805305]
21161,[0.34204772]
21162,[0.6028278]
21163,[0.34932902]
21164,[0.03082534]
21165,[0.01947157]
21166,[0.4170807]
21167,[0.03040884]
21168,[0.23414741]
21169,[0.43438366]
21170,[0.53459704]
21171,[0.03017084]
21172,[0.45684513]
21173,[0.03453627]
21174,[0.49384728]
21175,[0.17721176]
21176,[0.23966895]
21177,[0.3165935]
21178,[0.01708226]
21179,[0.01764764]
21180,[0.61551774]
21181,[0.3838872]
21182,[0.03193836]
21183,[0.01984357]
21184,[0.02721041]
21185,[0.51685536]
21186,[0.01878453]
21187,[0.17097324]
21188,[0.585732]
21189,[0.01904508]
21190,[0.16495502]
21191,[0.03165456]
21192,[0.33905277]
21193,[0.03345641]
21194,[0.48308748]
21195,[0.02563777]
21196,[0.02587807]
21197,[0.614336]
21198,[0.17964792]
21199,[0.02805325]
21200,[0.24662386]
21201,[0.01915861]
21202,[0.26547372]
21203,[0.01829938]
21204,[0.04031809]
21205,[0.02746152]
21206,[0.08387405]
21207,[0.01892751]
21208,[0.86376274]
21209,[0.02497345]
21210,[0.01945643]
21211,[0.02716324]
21212,[0.03519311]
